f-0     (initial-fact)
f-1995  (robot 3 2 1 farolas far 5 5 2 prof 17)
f-1996  (robot 4 3 1 farolas far 5 5 2 prof 17)
f-1997  (robot 5 4 1 farolas far 5 5 2 prof 17)
f-1998  (robot 4 1 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1999  (robot 5 4 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-2000  (robot 4 5 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-2001  (robot 2 4 1 farolas far 5 5 2 prof 17)
f-2002  (robot 3 3 1 farolas far 5 5 2 prof 17)
f-2003  (robot 4 4 1 farolas far 5 5 2 prof 17)
f-2004  (robot 3 5 1 farolas far 5 5 2 prof 17)
f-2005  (robot 1 5 1 farolas far 5 5 2 prof 17)
f-2006  (robot 5 1 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-2007  (robot 5 4 0 farolas far 3 5 2 prof 17)
f-2008  (robot 4 5 0 farolas far 3 5 2 prof 17)
f-2009  (robot 1 4 0 farolas far 5 5 2 prof 17)
f-2010  (robot 2 3 0 farolas far 5 5 2 prof 17)
f-2011  (robot 4 1 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-2012  (robot 5 4 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-2013  (robot 4 5 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-2014  (robot 2 4 0 farolas far 5 5 2 prof 17)
f-2015  (robot 3 3 0 farolas far 5 5 2 prof 17)
f-2016  (robot 3 5 0 farolas far 5 5 2 prof 17)
f-2017  (robot 1 5 0 farolas far 5 5 2 prof 17)
f-2018  (robot 5 1 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-2019  (robot 1 2 0 farolas far 5 5 2 prof 17)
f-2020  (robot 2 1 0 farolas far 5 5 2 prof 17)
f-2021  (robot 3 4 1 farolas far 4 3 3 prof 17)
f-2022  (robot 5 2 1 farolas far 4 3 3 prof 17)
f-2023  (robot 2 5 1 farolas far 4 3 3 prof 17)
f-2024  (robot 2 2 0 farolas far 5 5 2 prof 17)
f-2025  (robot 3 1 0 farolas far 5 5 2 prof 17)
f-2026  (robot 5 1 0 farolas far 5 5 2 prof 17)
f-2027  (robot 5 3 0 farolas far 5 5 2 prof 17)
f-2028  (robot 4 4 1 farolas far 4 3 3 prof 17)
f-2029  (robot 5 3 1 farolas far 4 3 3 prof 17)
f-2030  (robot 5 5 1 farolas far 4 3 3 prof 17)
f-2031  (robot 3 5 1 farolas far 4 3 3 prof 17)
f-2032  (robot 3 4 0 farolas far 4 3 3 prof 17)
f-2033  (robot 5 2 0 farolas far 4 3 3 prof 17)
f-2034  (robot 2 5 0 farolas far 4 3 3 prof 17)
f-2035  (robot 1 1 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2036  (robot 1 5 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2037  (robot 3 1 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2038  (robot 4 2 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2039  (robot 4 4 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2040  (robot 1 2 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2041  (robot 1 4 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2042  (robot 2 1 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2043  (robot 3 2 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2044  (robot 3 4 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2045  (robot 2 5 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-2046  (robot 1 1 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2047  (robot 1 5 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2048  (robot 3 1 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2049  (robot 4 2 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2050  (robot 4 4 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2051  (robot 4 1 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-2052  (robot 4 1 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-2053  (robot 5 4 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-2054  (robot 4 5 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-2055  (robot 4 4 0 farolas far 4 3 3 prof 17)
f-2056  (robot 5 3 0 farolas far 4 3 3 prof 17)
f-2057  (robot 5 5 0 farolas far 4 3 3 prof 17)
f-2058  (robot 3 5 0 farolas far 4 3 3 prof 17)
f-2059  (robot 1 1 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-2060  (robot 1 2 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2061  (robot 1 4 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2062  (robot 2 1 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2063  (robot 3 2 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2064  (robot 3 4 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2065  (robot 2 5 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-2066  (robot 3 1 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-2067  (robot 4 2 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-2068  (robot 4 1 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-2069  (robot 1 1 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-2070  (robot 3 1 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-2071  (robot 4 2 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-2072  (robot 1 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2073  (robot 3 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2074  (robot 2 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2075  (robot 1 3 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2076  (robot 5 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2077  (robot 4 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2078  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2079  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2080  (robot 2 3 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2081  (robot 2 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2082  (robot 1 5 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2083  (robot 1 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2084  (robot 1 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2085  (robot 2 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2086  (robot 3 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2087  (robot 3 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2088  (robot 2 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2089  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2090  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2091  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2092  (robot 1 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2093  (robot 1 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2094  (robot 2 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2095  (robot 3 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2096  (robot 3 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2097  (robot 2 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2098  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2099  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2100  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2101  (robot 1 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2102  (robot 1 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2103  (robot 2 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2104  (robot 3 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2105  (robot 3 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2106  (robot 2 5 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2107  (robot 4 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2108  (robot 4 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2109  (robot 4 2 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2110  (robot 2 4 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2111  (robot 4 4 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2112  (robot 3 5 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2113  (robot 4 4 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2114  (robot 5 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2115  (robot 4 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2116  (robot 1 5 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2117  (robot 1 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2118  (robot 1 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2119  (robot 3 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2120  (robot 4 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2121  (robot 3 4 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2122  (robot 4 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2123  (robot 2 5 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2124  (robot 4 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2125  (robot 2 4 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2126  (robot 4 4 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2127  (robot 3 5 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2128  (robot 5 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2129  (robot 4 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2130  (robot 1 5 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2131  (robot 1 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2132  (robot 1 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2133  (robot 3 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2134  (robot 4 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2135  (robot 3 4 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2136  (robot 4 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2137  (robot 2 5 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2138  (robot 4 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2139  (robot 5 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2140  (robot 4 5 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2141  (robot 5 3 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2142  (robot 2 2 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2143  (robot 3 1 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2144  (robot 3 3 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2145  (robot 5 1 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2146  (robot 5 3 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2147  (robot 1 3 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2148  (robot 2 3 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2149  (robot 2 3 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2150  (robot 2 2 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2151  (robot 5 3 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2152  (robot 2 4 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2153  (robot 4 4 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2154  (robot 5 3 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2155  (robot 5 5 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2156  (robot 5 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2157  (robot 3 2 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2158  (robot 4 1 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2159  (robot 4 3 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2160  (robot 1 4 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2161  (robot 2 3 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2162  (robot 5 4 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2163  (robot 4 5 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2164  (robot 3 4 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2165  (robot 5 4 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2166  (robot 4 5 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2167  (robot 5 4 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2168  (robot 5 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2169  (robot 4 5 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2170  (robot 1 3 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2171  (robot 2 2 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2172  (robot 5 3 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2173  (robot 4 4 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2174  (robot 5 3 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2175  (robot 5 5 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2176  (robot 5 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2177  (robot 1 4 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2178  (robot 2 3 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2179  (robot 5 4 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2180  (robot 4 5 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2181  (robot 5 4 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2182  (robot 5 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 18)
f-2183  (robot 4 5 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2184  (robot 1 1 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2185  (robot 1 3 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2186  (robot 2 3 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2187  (robot 2 3 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2188  (robot 2 3 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2189  (robot 1 1 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2190  (robot 1 2 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2191  (robot 1 4 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2192  (robot 2 1 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2193  (robot 3 2 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2194  (robot 3 4 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2195  (robot 2 5 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2196  (robot 1 3 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2197  (robot 2 2 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2198  (robot 2 4 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2199  (robot 1 2 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2200  (robot 1 4 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2201  (robot 2 1 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2202  (robot 3 2 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2203  (robot 3 4 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2204  (robot 2 5 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2205  (robot 3 1 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2206  (robot 4 2 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2207  (robot 1 5 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2208  (robot 2 4 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2209  (robot 1 2 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2210  (robot 2 1 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2211  (robot 2 3 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2212  (robot 1 2 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2213  (robot 1 3 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2214  (robot 2 2 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2215  (robot 2 4 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2216  (robot 2 1 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2217  (robot 3 2 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2218  (robot 1 4 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2219  (robot 2 5 0 farolas far 3 5 2 far 5 5 2 prof 18)
f-2220  (robot 3 4 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2221  (robot 1 1 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2222  (robot 3 1 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2223  (robot 4 2 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2224  (robot 2 4 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2225  (robot 1 2 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2226  (robot 2 1 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2227  (robot 3 2 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2228  (robot 3 4 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2229  (robot 1 2 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2230  (robot 1 4 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2231  (robot 2 1 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2232  (robot 3 2 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2233  (robot 4 3 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2234  (robot 3 4 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2235  (robot 2 5 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2236  (robot 1 3 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2237  (robot 2 2 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2238  (robot 3 3 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2239  (robot 2 4 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2240  (robot 1 2 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2241  (robot 1 4 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2242  (robot 2 1 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2243  (robot 3 2 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2244  (robot 4 3 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2245  (robot 3 4 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2246  (robot 2 5 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2247  (robot 1 3 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2248  (robot 2 2 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2249  (robot 3 3 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2250  (robot 2 4 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2251  (robot 1 2 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2252  (robot 1 4 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2253  (robot 2 1 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2254  (robot 3 2 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2255  (robot 4 3 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2256  (robot 3 4 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2257  (robot 2 5 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2258  (robot 4 1 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2259  (robot 4 2 0 farolas far 5 5 2 prof 18)
f-2260  (robot 4 4 0 farolas far 5 5 2 prof 18)
f-2261  (robot 5 4 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2262  (robot 4 5 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2263  (robot 1 1 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2264  (robot 1 5 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2265  (robot 3 1 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2266  (robot 4 2 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2267  (robot 4 4 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2268  (robot 3 5 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2269  (robot 4 1 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2270  (robot 5 4 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2271  (robot 4 5 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2272  (robot 5 1 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2273  (robot 1 3 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2274  (robot 1 5 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2275  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2276  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2277  (robot 2 2 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2278  (robot 1 3 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2279  (robot 2 2 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2280  (robot 3 3 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2281  (robot 2 4 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2282  (robot 1 1 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2283  (robot 1 5 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2284  (robot 3 1 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2285  (robot 4 2 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2286  (robot 4 4 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2287  (robot 3 5 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2288  (robot 4 1 1 farolas far 4 3 3 far 5 5 2 prof 18)
f-2289  (robot 1 4 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2290  (robot 2 3 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2291  (robot 2 5 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2292  (robot 5 1 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2293  (robot 1 3 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2294  (robot 1 5 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2295  (robot 2 2 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2296  (robot 4 1 0 farolas far 4 3 3 far 5 5 2 prof 18)
f-2297  (robot 1 4 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2298  (robot 2 3 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2299  (robot 2 5 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2300  (robot 4 1 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2301  (robot 5 4 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2302  (robot 4 5 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2303  (robot 2 4 1 farolas far 5 5 2 prof 18)
f-2304  (robot 3 3 1 farolas far 5 5 2 prof 18)
f-2305  (robot 4 4 1 farolas far 5 5 2 prof 18)
f-2306  (robot 3 5 1 farolas far 5 5 2 prof 18)
f-2307  (robot 1 5 1 farolas far 5 5 2 prof 18)
f-2308  (robot 1 1 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2309  (robot 1 5 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2310  (robot 3 1 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2311  (robot 4 2 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2312  (robot 5 3 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2313  (robot 4 4 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2314  (robot 3 4 1 farolas far 5 5 2 prof 18)
f-2315  (robot 2 5 1 farolas far 5 5 2 prof 18)
f-2316  (robot 4 1 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2317  (robot 5 4 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2318  (robot 4 5 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2319  (robot 2 4 0 farolas far 5 5 2 prof 18)
f-2320  (robot 3 3 0 farolas far 5 5 2 prof 18)
f-2321  (robot 3 5 0 farolas far 5 5 2 prof 18)
f-2322  (robot 1 5 0 farolas far 5 5 2 prof 18)
f-2323  (robot 1 1 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2324  (robot 1 5 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2325  (robot 3 1 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2326  (robot 4 2 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2327  (robot 5 3 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2328  (robot 4 4 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2329  (robot 3 4 0 farolas far 5 5 2 prof 18)
f-2330  (robot 2 5 0 farolas far 5 5 2 prof 18)
f-2331  (robot 4 1 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2332  (robot 5 4 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2333  (robot 4 5 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2334  (robot 2 2 0 farolas far 5 5 2 prof 18)
f-2335  (robot 3 1 0 farolas far 5 5 2 prof 18)
f-2336  (robot 5 1 0 farolas far 5 5 2 prof 18)
f-2337  (robot 5 3 0 farolas far 5 5 2 prof 18)
f-2338  (robot 4 4 1 farolas far 4 3 3 prof 18)
f-2339  (robot 5 3 1 farolas far 4 3 3 prof 18)
f-2340  (robot 5 5 1 farolas far 4 3 3 prof 18)
f-2341  (robot 3 5 1 farolas far 4 3 3 prof 18)
f-2342  (robot 5 1 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2343  (robot 3 2 0 farolas far 5 5 2 prof 18)
